product_id,path,article,download_url,licence,artist,source_url
beer_raw,/img/products/beer_raw.jpg,Beer,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Hacker-Pschorr_Oktoberfest_Girl_Remix.jpg/960px-Hacker-Pschorr_Oktoberfest_Girl_Remix.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,File:Hacker-Pschorr Oktoberfest Girl.jpg by Markburger83 Derivative work: Lauro Sirgado (talk · contribs),https://commons.wikimedia.org/wiki/File:Hacker-Pschorr_Oktoberfest_Girl_Remix.jpg
beetroot_raw,/img/products/beetroot_raw.jpg,Beetroot,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Detroitdarkredbeets.png/960px-Detroitdarkredbeets.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,BriannaWalther,https://commons.wikimedia.org/wiki/File:Detroitdarkredbeets.png
bhindi_masala,/img/products/bhindi_masala.jpg,Bhindi Masala.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bhindi_Masala.jpg/960px-Bhindi_Masala.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Monali.mishra,https://commons.wikimedia.org/wiki/File:Bhindi_Masala.jpg
biryani_chicken,/img/products/biryani_chicken.jpg,Biryani,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/%22Hyderabadi_Dum_Biryani%22.jpg/960px-%22Hyderabadi_Dum_Biryani%22.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Mahi Tatavarty,https://commons.wikimedia.org/wiki/File:%22Hyderabadi_Dum_Biryani%22.jpg
biryani_veg,/img/products/biryani_veg.jpg,Biryani,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/%22Hyderabadi_Dum_Biryani%22.jpg/960px-%22Hyderabadi_Dum_Biryani%22.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Mahi Tatavarty,https://commons.wikimedia.org/wiki/File:%22Hyderabadi_Dum_Biryani%22.jpg
biscuit_marie,/img/products/biscuit_marie.jpg,Marie biscuit,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Galleta_Mar%C3%ADa.jpg/960px-Galleta_Mar%C3%ADa.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,"Diádoco, Bucephala",https://commons.wikimedia.org/wiki/File:Galleta_Mar%C3%ADa.jpg
bitter_gourd_raw,/img/products/bitter_gourd_raw.jpg,Momordica charantia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Momordica_charantia_Blanco2.357.png/960px-Momordica_charantia_Blanco2.357.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Francisco Manuel Blanco (O.S.A.),https://commons.wikimedia.org/wiki/File:Momordica_charantia_Blanco2.357.png
black_gram_raw,/img/products/black_gram_raw.jpg,Vigna mungo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Black_gram.jpg/960px-Black_gram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Sanjay Acharya,https://commons.wikimedia.org/wiki/File:Black_gram.jpg
black_pepper_raw,/img/products/black_pepper_raw.jpg,Black pepper,https://upload.wikimedia.org/wikipedia/commons/f/fd/Piper_nigrum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-107.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Piper_nigrum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-107.jpg
bottle_gourd_raw,/img/products/bottle_gourd_raw.jpg,Calabash,https://upload.wikimedia.org/wikipedia/commons/a/a2/Courge_encore_verte.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 3.0,撮影者はカールおじさんです。,https://commons.wikimedia.org/wiki/File:Courge_encore_verte.jpg
bread_white,/img/products/bread_white.jpg,White bread,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Wei%C3%9Fbrot-1.jpg/960px-Wei%C3%9Fbrot-1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Rainer Zenz,https://commons.wikimedia.org/wiki/File:Wei%C3%9Fbrot-1.jpg
brinjal_raw,/img/products/brinjal_raw.jpg,Eggplant,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Solanum_melongena_24_08_2012_%281%29.JPG/960px-Solanum_melongena_24_08_2012_%281%29.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Joydeep,https://commons.wikimedia.org/wiki/File:Solanum_melongena_24_08_2012_(1).JPG
broad_beans_raw,/img/products/broad_beans_raw.jpg,Vicia faba,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Illustration_Vicia_faba1.jpg/960px-Illustration_Vicia_faba1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,unknown,https://commons.wikimedia.org/wiki/File:Illustration_Vicia_faba1.jpg
buckwheat_raw,/img/products/buckwheat_raw.jpg,Buckwheat,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Japanese_Buckwheat_Flower.JPG/960px-Japanese_Buckwheat_Flower.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,STRONGlk7,https://commons.wikimedia.org/wiki/File:Japanese_Buckwheat_Flower.JPG
buffalo_meat_raw,/img/products/buffalo_meat_raw.jpg,Water buffalo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Water_buffalo_at_Rinca.jpg/960px-Water_buffalo_at_Rinca.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Alexander Vasenin,https://commons.wikimedia.org/wiki/File:Water_buffalo_at_Rinca.jpg
butter_raw,/img/products/butter_raw.jpg,Butter,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/%C5%A0v%C3%A9dsk%C3%BD_kol%C3%A1%C4%8D_naruby_904_%28cropped%29.JPG/960px-%C5%A0v%C3%A9dsk%C3%BD_kol%C3%A1%C4%8D_naruby_904_%28cropped%29.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Matěj Baťha,https://commons.wikimedia.org/wiki/File:%C5%A0v%C3%A9dsk%C3%BD_kol%C3%A1%C4%8D_naruby_904_(cropped).JPG
cabbage_raw,/img/products/cabbage_raw.jpg,Cabbage,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Cabbage_and_cross_section_on_white.jpg/960px-Cabbage_and_cross_section_on_white.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,GFDL 1.2,fir0002 flagstaffotos [at] gmail.com Canon 20D + Sigma 150mm f/2.8,https://commons.wikimedia.org/wiki/File:Cabbage_and_cross_section_on_white.jpg
capsicum_raw,/img/products/capsicum_raw.jpg,Bell pepper,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Green-Yellow-Red-Pepper-2009.jpg/960px-Green-Yellow-Red-Pepper-2009.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Kham Tran - www.khamtran.com,https://commons.wikimedia.org/wiki/File:Green-Yellow-Red-Pepper-2009.jpg
cardamom_raw,/img/products/cardamom_raw.jpg,Cardamom,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/02017_0119_Kardamom%2C_Winter_in_den_Beskiden.jpg/960px-02017_0119_Kardamom%2C_Winter_in_den_Beskiden.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Silar,"https://commons.wikimedia.org/wiki/File:02017_0119_Kardamom,_Winter_in_den_Beskiden.jpg"
carrot_raw,/img/products/carrot_raw.jpg,Carrot,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Vegetable-Carrot-Bundle-wStalks.jpg/960px-Vegetable-Carrot-Bundle-wStalks.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Evan-Amos,https://commons.wikimedia.org/wiki/File:Vegetable-Carrot-Bundle-wStalks.jpg
cashew_raw,/img/products/cashew_raw.jpg,Cashew,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cashew_apples.jpg/960px-Cashew_apples.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Abhishek Jacob,https://commons.wikimedia.org/wiki/File:Cashew_apples.jpg
cassava_flour_raw,/img/products/cassava_flour_raw.jpg,Cassava,https://upload.wikimedia.org/wikipedia/commons/f/f1/Manihot_esculenta_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-090.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhlers Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Manihot_esculenta_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-090.jpg
cauliflower_raw,/img/products/cauliflower_raw.jpg,Cauliflower,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Chou-fleur_02.jpg/960px-Chou-fleur_02.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Coyau,https://commons.wikimedia.org/wiki/File:Chou-fleur_02.jpg
chai,/img/products/chai.jpg,Masala chai,https://upload.wikimedia.org/wikipedia/commons/8/89/Chai_In_Sakora.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 4.0,Dadhichbittu007,https://commons.wikimedia.org/wiki/File:Chai_In_Sakora.jpg
cheese_raw,/img/products/cheese_raw.jpg,Paneer,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Panir_Paneer_Indian_cheese_fresh.jpg/960px-Panir_Paneer_Indian_cheese_fresh.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0 de,Sonja Pauen - Stanhopea,https://commons.wikimedia.org/wiki/File:Panir_Paneer_Indian_cheese_fresh.jpg
chicken_curry,/img/products/chicken_curry.jpg,Curry,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Taj_Mahal_-_Lamb_Curry_Madras.jpg/960px-Taj_Mahal_-_Lamb_Curry_Madras.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Francesc Fort,https://commons.wikimedia.org/wiki/File:Taj_Mahal_-_Lamb_Curry_Madras.jpg
chicken_raw,/img/products/chicken_raw.jpg,Chicken as food,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Chickens_in_market.jpg/960px-Chickens_in_market.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Tomás Castelazo,https://commons.wikimedia.org/wiki/File:Chickens_in_market.jpg
chickpea_raw,/img/products/chickpea_raw.jpg,Chickpea,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Chickpea_BNC.jpg/960px-Chickpea_BNC.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,GFDL 1.2,Prathyush Thomas,https://commons.wikimedia.org/wiki/File:Chickpea_BNC.jpg
chilli_raw,/img/products/chilli_raw.jpg,Chili pepper,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Madame_Jeanette_and_other_chillies.jpg/960px-Madame_Jeanette_and_other_chillies.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Takeaway,https://commons.wikimedia.org/wiki/File:Madame_Jeanette_and_other_chillies.jpg
chocolate_raw,/img/products/chocolate_raw.jpg,Chocolate,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Three_Bars_%281%29.jpg/960px-Three_Bars_%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Lynnereal,https://commons.wikimedia.org/wiki/File:Three_Bars_(1).jpg
chole_bhature,/img/products/chole_bhature.jpg,Chole bhature,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Chole_Bhature_from_Nagpur.JPG/960px-Chole_Bhature_from_Nagpur.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Dheerajk88,https://commons.wikimedia.org/wiki/File:Chole_Bhature_from_Nagpur.JPG
cinnamon_raw,/img/products/cinnamon_raw.jpg,Cinnamon,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Cinnamomum_verum_spices.jpg/960px-Cinnamomum_verum_spices.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Simon A. Eugster,https://commons.wikimedia.org/wiki/File:Cinnamomum_verum_spices.jpg
clove_raw,/img/products/clove_raw.jpg,Clove,https://upload.wikimedia.org/wikipedia/commons/4/4b/Syzygium_aromaticum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-030.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Syzygium_aromaticum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-030.jpg
cluster_beans_raw,/img/products/cluster_beans_raw.jpg,Guar,https://upload.wikimedia.org/wikipedia/commons/9/9b/Cluster_bean-guar-Cyamopsis_psoralioides-Cyamopsis_tetragonolobus-TAMIL_NADU73.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,த*உழவன்,https://commons.wikimedia.org/wiki/File:Cluster_bean-guar-Cyamopsis_psoralioides-Cyamopsis_tetragonolobus-TAMIL_NADU73.jpg
cocoa_raw,/img/products/cocoa_raw.jpg,Cocoa bean,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Cocoa_Pods.JPG/960px-Cocoa_Pods.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Photo by Medicaster.,https://commons.wikimedia.org/wiki/File:Cocoa_Pods.JPG
coconut_raw,/img/products/coconut_raw.jpg,Coconut,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Cocos_nucifera_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-187.jpg/960px-Cocos_nucifera_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-187.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Cocos_nucifera_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-187.jpg
coffee_raw,/img/products/coffee_raw.jpg,Coffee,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Latte_and_dark_coffee.jpg/960px-Latte_and_dark_coffee.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,Bex Walton,https://commons.wikimedia.org/wiki/File:Latte_and_dark_coffee.jpg
colocasia_raw,/img/products/colocasia_raw.jpg,Taro,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Songe-R%C3%A9union.JPG/960px-Songe-R%C3%A9union.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 2.5,No machine-readable author provided. Thierry Caro assumed (based on copyright claims).,https://commons.wikimedia.org/wiki/File:Songe-R%C3%A9union.JPG
copra_oil_raw,/img/products/copra_oil_raw.jpg,Coconut oil,https://upload.wikimedia.org/wikipedia/commons/f/f3/Coconut_and_oil.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 2.0,Phu Thinh Co,https://commons.wikimedia.org/wiki/File:Coconut_and_oil.jpg
copra_raw,/img/products/copra_raw.jpg,Copra,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kerala_coconut.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY 2.0,Dan Iserman,https://commons.wikimedia.org/wiki/File:Kerala_coconut.jpg
coriander_leaf_raw,/img/products/coriander_leaf_raw.jpg,Coriander,https://upload.wikimedia.org/wikipedia/commons/1/13/Coriandrum_sativum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-193.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Coriandrum_sativum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-193.jpg
coriander_seed_raw,/img/products/coriander_seed_raw.jpg,Coriander,https://upload.wikimedia.org/wikipedia/commons/1/13/Coriandrum_sativum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-193.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Coriandrum_sativum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-193.jpg
cotton_raw,/img/products/cotton_raw.jpg,Cotton,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/CottonPlant.JPG/960px-CottonPlant.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,unknown,https://commons.wikimedia.org/wiki/File:CottonPlant.JPG
cotton_saree,/img/products/cotton_saree.jpg,"Border of Tangail sari,from the 1970s.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Border_of_Tangail_sari%2Cfrom_the_1970s.jpg/960px-Border_of_Tangail_sari%2Cfrom_the_1970s.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Subornolota,"https://commons.wikimedia.org/wiki/File:Border_of_Tangail_sari,from_the_1970s.jpg"
cotton_tshirt,/img/products/cotton_tshirt.jpg,T-shirt,https://upload.wikimedia.org/wikipedia/commons/d/da/Leipzig2012.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 3.0,sprd.net AG,https://commons.wikimedia.org/wiki/File:Leipzig2012.jpg
cottonseed_oil_raw,/img/products/cottonseed_oil_raw.jpg,Cottonseed oil,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/CSIRO_ScienceImage_3443_Cottonseed_Oil.jpg/960px-CSIRO_ScienceImage_3443_Cottonseed_Oil.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 3.0,"Garry Brown, CSIRO",https://commons.wikimedia.org/wiki/File:CSIRO_ScienceImage_3443_Cottonseed_Oil.jpg
cucumber_raw,/img/products/cucumber_raw.jpg,Cucumber,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/ARS_cucumber.jpg/960px-ARS_cucumber.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Stephen Ausmus, USDA ARS",https://commons.wikimedia.org/wiki/File:ARS_cucumber.jpg
cumin_raw,/img/products/cumin_raw.jpg,Cumin,https://upload.wikimedia.org/wikipedia/commons/5/58/Cuminum_cyminum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-198.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Cuminum_cyminum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-198.jpg
curd_rice,/img/products/curd_rice.jpg,Curd rice,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Curd_Rice.jpg/960px-Curd_Rice.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Sudharshan Shanmugasundaram,https://commons.wikimedia.org/wiki/File:Curd_Rice.jpg
curry_leaf_raw,/img/products/curry_leaf_raw.jpg,Curry tree,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Curry_Trees.jpg/960px-Curry_Trees.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Rantingsteve at English Wikipedia,https://commons.wikimedia.org/wiki/File:Curry_Trees.jpg
custard_apple_raw,/img/products/custard_apple_raw.jpg,Annona squamosa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sugar_apple_on_tree.jpg/960px-Sugar_apple_on_tree.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,GFDL 1.2,Muhammad Mahdi Karim,https://commons.wikimedia.org/wiki/File:Sugar_apple_on_tree.jpg
dal_rice,/img/products/dal_rice.jpg,Dal bhat.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Dal_bhat.jpg/960px-Dal_bhat.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Gaurav Dhwaj Khadka,https://commons.wikimedia.org/wiki/File:Dal_bhat.jpg
dal_tadka,/img/products/dal_tadka.jpg,Dal tadka and chapati.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Dal_tadka_and_chapati.jpg/960px-Dal_tadka_and_chapati.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Wind Hashira,https://commons.wikimedia.org/wiki/File:Dal_tadka_and_chapati.jpg
dates_raw,/img/products/dates_raw.jpg,Date palm,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Dates005.jpg/960px-Dates005.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Nepenthes,https://commons.wikimedia.org/wiki/File:Dates005.jpg
dosa,/img/products/dosa.jpg,Dosa (food),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Dosa_at_Sri_Ganesha_Restauran%2C_Bangkok_%2844570742744%29.jpg/960px-Dosa_at_Sri_Ganesha_Restauran%2C_Bangkok_%2844570742744%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,"Vee Satayamas from Bangkok, Thailand","https://commons.wikimedia.org/wiki/File:Dosa_at_Sri_Ganesha_Restauran,_Bangkok_(44570742744).jpg"
drumstick_raw,/img/products/drumstick_raw.jpg,Moringa oleifera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/DrumstickFlower.jpg/960px-DrumstickFlower.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Venkatx5,https://commons.wikimedia.org/wiki/File:DrumstickFlower.jpg
